Location,Soil_Type,Fertility_Index,Land_Use_Type,Average_Rainfall(mm),Temperature(°C),Crop_Suitability,Season,Satellite_Observation_Date,Remarks
Rajshahi,Peaty,60,Barren,207,24.1,Tea,Winter,11/02/2024,Requires attention
Barishal,Sandy,79,Unused,251,21,Jute,Monsoon,24/04/2024,Moderate potential
Mymensingh,Loamy,71,Residential,291,23.6,Maize,Winter,04/05/2024,Low potential
Rangpur,Clay,82,Agricultural,238,26.8,Jute,Summer,29/10/2024,Moderate potential
Rangpur,Sandy,88,Unused,382,24.4,Rice,Summer,25/12/2024,Low potential
Khulna,Loamy,98,Agricultural,239,27.6,Rice,Monsoon,26/06/2024,Moderate potential
Mymensingh,Loamy,65,Agricultural,108,32.1,Vegetables,Monsoon,18/11/2024,High potential
Chattogram,Loamy,77,Agricultural,374,23.7,Jute,Autumn,18/11/2024,High potential
Sylhet,Clay,77,Residential,313,27.9,Rice,Winter,07/08/2024,Requires attention
Chattogram,Clay,58,Agricultural,280,29.4,Wheat,Monsoon,22/07/2024,Moderate potential
Sylhet,Clay,68,Agricultural,112,29,Jute,Monsoon,14/07/2024,High potential
Chattogram,Sandy,63,Barren,308,27.9,Spices,Monsoon,06/11/2024,Low potential
Barishal,Loamy,56,Agricultural,390,33,Spices,Summer,27/01/2024,High potential
Rangpur,Peaty,64,Agricultural,279,20.3,Rice,Monsoon,21/07/2024,Moderate potential
Sylhet,Sandy,49,Unused,101,20.5,Maize,Summer,12/02/2024,High potential
Mymensingh,Sandy,48,Residential,236,26.5,Maize,Monsoon,05/03/2024,High potential
Khulna,Sandy,88,Residential,393,34.8,Maize,Summer,02/07/2024,Moderate potential
Chattogram,Silt,70,Barren,159,25.5,Spices,Monsoon,25/10/2024,Requires attention
Sylhet,Clay,63,Agricultural,286,27.5,Wheat,Winter,24/01/2024,Low potential
Rajshahi,Silt,83,Barren,320,30.9,Spices,Autumn,24/10/2024,Requires attention
Dhaka,Sandy,60,Residential,316,25.3,Maize,Autumn,30/06/2024,Low potential
Barishal,Sandy,93,Unused,257,30,Rice,Autumn,22/09/2024,Moderate potential
Mymensingh,Clay,85,Agricultural,122,25.2,Vegetables,Summer,11/06/2024,High potential
Rangpur,Loamy,53,Agricultural,354,27.5,Vegetables,Monsoon,09/01/2024,Moderate potential
Chattogram,Sandy,100,Barren,115,31.7,Maize,Winter,19/06/2024,Requires attention
Sylhet,Silt,40,Barren,359,20,Maize,Autumn,09/12/2024,Low potential
Rajshahi,Loamy,94,Unused,64,29.8,Jute,Summer,23/03/2024,Low potential
Chattogram,Peaty,40,Agricultural,188,25.5,Tea,Summer,17/01/2024,Requires attention
Barishal,Clay,99,Residential,389,21.6,Vegetables,Summer,08/05/2024,Moderate potential
Khulna,Loamy,44,Unused,276,31.5,Maize,Summer,03/12/2024,Moderate potential
Sylhet,Loamy,43,Residential,231,33.9,Maize,Monsoon,11/03/2024,Low potential
Mymensingh,Sandy,93,Unused,368,34.7,Maize,Autumn,19/12/2024,Moderate potential
Mymensingh,Clay,82,Barren,141,22.4,Tea,Winter,05/07/2024,High potential
Rajshahi,Silt,57,Residential,381,22.5,Tea,Winter,27/06/2024,Low potential
Rangpur,Peaty,88,Unused,385,33.4,Wheat,Monsoon,17/11/2024,Low potential
Rangpur,Loamy,54,Unused,134,24.3,Spices,Monsoon,15/12/2024,Moderate potential
Dhaka,Silt,41,Agricultural,230,20.6,Jute,Autumn,26/03/2024,Low potential
Rangpur,Loamy,47,Agricultural,283,24.6,Vegetables,Autumn,07/04/2024,Requires attention
Mymensingh,Loamy,77,Agricultural,324,21.7,Wheat,Summer,16/10/2024,Requires attention
Rangpur,Clay,73,Unused,208,20.1,Rice,Monsoon,10/07/2024,Moderate potential
Mymensingh,Silt,87,Barren,257,25,Wheat,Monsoon,06/11/2024,Moderate potential
Dhaka,Peaty,70,Unused,269,21.1,Spices,Monsoon,13/03/2024,Moderate potential
Barishal,Sandy,66,Residential,177,32,Maize,Summer,09/09/2024,Requires attention
Barishal,Silt,43,Unused,275,27.1,Maize,Monsoon,30/12/2024,Low potential
Mymensingh,Loamy,45,Agricultural,133,30.5,Jute,Summer,26/05/2024,High potential
Barishal,Peaty,75,Agricultural,214,26.1,Maize,Summer,08/04/2024,High potential
Dhaka,Sandy,65,Residential,65,20.8,Rice,Monsoon,22/07/2024,Moderate potential
Dhaka,Loamy,92,Agricultural,322,24.5,Wheat,Winter,24/09/2024,Moderate potential
Barishal,Sandy,90,Unused,235,26.8,Vegetables,Autumn,06/07/2024,Low potential
Mymensingh,Peaty,57,Residential,315,27.4,Rice,Summer,11/10/2024,High potential
Sylhet,Loamy,51,Unused,70,22.7,Jute,Monsoon,23/08/2024,High potential
Rajshahi,Sandy,63,Unused,66,27.8,Rice,Autumn,28/01/2024,Requires attention
Rajshahi,Silt,50,Agricultural,301,31.7,Maize,Autumn,10/11/2024,Low potential
Sylhet,Sandy,62,Barren,369,20.6,Rice,Monsoon,26/12/2024,High potential
Rangpur,Peaty,90,Unused,56,34.6,Spices,Winter,26/05/2024,Requires attention
Barishal,Clay,41,Barren,207,33.5,Jute,Summer,10/02/2024,Low potential
Khulna,Clay,40,Unused,200,30.4,Maize,Summer,06/11/2024,Requires attention
Rangpur,Silt,89,Agricultural,307,30,Jute,Monsoon,12/02/2024,Requires attention
Rajshahi,Clay,100,Unused,88,21.9,Vegetables,Autumn,26/02/2024,High potential
Barishal,Loamy,94,Unused,195,34.4,Maize,Monsoon,30/08/2024,Moderate potential
Rajshahi,Peaty,64,Residential,246,23.2,Vegetables,Monsoon,23/05/2024,Requires attention
Rajshahi,Silt,95,Barren,131,22.4,Rice,Autumn,19/06/2024,High potential
Chattogram,Peaty,91,Barren,292,27.2,Vegetables,Autumn,01/05/2024,Moderate potential
Khulna,Peaty,67,Agricultural,297,22.9,Spices,Monsoon,23/04/2024,Low potential
Rangpur,Silt,65,Agricultural,189,28.9,Jute,Monsoon,08/03/2024,Low potential
Mymensingh,Silt,49,Unused,207,21.8,Wheat,Autumn,21/03/2024,Moderate potential
Mymensingh,Peaty,88,Unused,362,33.4,Rice,Summer,30/06/2024,High potential
Khulna,Silt,40,Unused,91,34.6,Rice,Summer,17/11/2024,Moderate potential
Dhaka,Silt,75,Residential,209,23.7,Spices,Monsoon,14/12/2024,Moderate potential
Rajshahi,Silt,58,Unused,351,26.1,Jute,Winter,11/01/2024,Requires attention
Dhaka,Loamy,49,Residential,344,22.3,Maize,Summer,18/10/2024,High potential
Rangpur,Loamy,48,Unused,188,33.5,Tea,Summer,07/08/2024,High potential
Sylhet,Silt,92,Barren,273,24.5,Wheat,Autumn,12/03/2024,Moderate potential
Khulna,Loamy,50,Unused,78,22.9,Tea,Summer,18/01/2024,Requires attention
Sylhet,Sandy,75,Agricultural,295,25.6,Maize,Monsoon,15/09/2024,Requires attention
Khulna,Clay,78,Barren,377,20.4,Vegetables,Monsoon,16/04/2024,Moderate potential
Mymensingh,Sandy,70,Agricultural,184,34,Wheat,Monsoon,08/08/2024,Low potential
Dhaka,Sandy,56,Unused,390,23.6,Tea,Summer,02/11/2024,Requires attention
Rangpur,Peaty,85,Agricultural,322,27.7,Tea,Summer,21/01/2024,Requires attention
Mymensingh,Silt,63,Residential,325,22.5,Rice,Monsoon,24/08/2024,Requires attention
Rajshahi,Loamy,68,Residential,298,33.3,Maize,Autumn,17/08/2024,Moderate potential
Rangpur,Peaty,67,Barren,271,25.3,Rice,Winter,12/11/2024,Requires attention
Barishal,Loamy,64,Residential,229,23.7,Wheat,Monsoon,08/09/2024,Low potential
Mymensingh,Peaty,96,Agricultural,349,24.5,Wheat,Winter,18/01/2024,Moderate potential
Barishal,Loamy,70,Barren,212,24.6,Maize,Summer,02/10/2024,Moderate potential
Rangpur,Clay,96,Unused,107,25.9,Wheat,Winter,01/10/2024,High potential
Chattogram,Peaty,65,Unused,127,28.1,Jute,Winter,07/07/2024,High potential
Rangpur,Clay,75,Barren,341,25.6,Vegetables,Winter,26/05/2024,Low potential
Sylhet,Loamy,71,Unused,388,20.6,Wheat,Monsoon,05/08/2024,High potential
Chattogram,Loamy,81,Residential,221,29.3,Rice,Winter,28/02/2024,Low potential
Sylhet,Silt,40,Barren,154,20.7,Tea,Summer,31/01/2024,Low potential
Mymensingh,Silt,95,Agricultural,123,23.5,Vegetables,Autumn,01/09/2024,High potential
Mymensingh,Clay,95,Barren,122,24.2,Tea,Summer,26/07/2024,Low potential
Rangpur,Sandy,54,Unused,253,29.2,Rice,Winter,24/11/2024,Moderate potential
Barishal,Clay,83,Barren,122,27.3,Tea,Monsoon,07/01/2024,Requires attention
Sylhet,Silt,47,Residential,259,34.9,Rice,Summer,15/01/2024,Moderate potential
Khulna,Loamy,73,Agricultural,157,23.1,Vegetables,Autumn,19/05/2024,Requires attention
Mymensingh,Sandy,95,Unused,214,22.9,Maize,Winter,17/03/2024,Requires attention
Rajshahi,Loamy,76,Barren,340,34.3,Tea,Monsoon,31/10/2024,Requires attention
Sylhet,Peaty,89,Unused,85,22.1,Vegetables,Summer,12/02/2024,Low potential
Barishal,Clay,100,Unused,307,34.4,Rice,Winter,18/12/2024,High potential
Sylhet,Clay,99,Barren,278,25.5,Maize,Summer,30/03/2024,High potential
Chattogram,Sandy,84,Residential,269,20.1,Tea,Monsoon,01/10/2024,Low potential
Khulna,Clay,65,Residential,351,32.3,Wheat,Summer,29/10/2024,High potential
Chattogram,Sandy,59,Residential,78,33.2,Rice,Winter,20/07/2024,Moderate potential
Rangpur,Clay,42,Unused,59,21.9,Maize,Winter,25/07/2024,Low potential
Sylhet,Loamy,59,Residential,74,25.6,Tea,Winter,26/03/2024,High potential
Chattogram,Silt,45,Agricultural,328,34,Jute,Winter,23/03/2024,Low potential
Mymensingh,Sandy,97,Residential,398,33,Vegetables,Summer,26/05/2024,High potential
Chattogram,Silt,40,Residential,318,23.3,Spices,Summer,02/12/2024,High potential
Rajshahi,Clay,96,Unused,337,33.2,Wheat,Monsoon,21/10/2024,Moderate potential
Rangpur,Loamy,56,Unused,215,23.8,Spices,Monsoon,26/01/2024,Low potential
Dhaka,Clay,91,Barren,88,33.8,Wheat,Monsoon,14/01/2024,High potential
Mymensingh,Peaty,44,Barren,254,28.4,Vegetables,Summer,03/01/2024,Low potential
Barishal,Sandy,79,Barren,266,22.8,Tea,Summer,07/10/2024,Moderate potential
Sylhet,Sandy,46,Agricultural,85,31.4,Jute,Winter,11/06/2024,Moderate potential
Chattogram,Loamy,46,Residential,302,20.2,Maize,Summer,30/09/2024,Requires attention
Barishal,Sandy,50,Barren,351,34.7,Maize,Autumn,12/01/2024,Requires attention
Khulna,Sandy,54,Residential,88,21.7,Vegetables,Monsoon,03/10/2024,Requires attention
Rajshahi,Loamy,65,Agricultural,97,32.6,Vegetables,Winter,07/06/2024,High potential
Rajshahi,Sandy,93,Agricultural,375,22.1,Maize,Winter,06/05/2024,High potential
Rangpur,Loamy,52,Residential,162,33.4,Vegetables,Summer,03/07/2024,High potential
Mymensingh,Clay,42,Agricultural,136,27.2,Vegetables,Winter,27/03/2024,Moderate potential
Mymensingh,Silt,45,Residential,246,29.4,Wheat,Monsoon,08/11/2024,Requires attention
Khulna,Peaty,91,Unused,133,22.6,Jute,Winter,03/02/2024,Low potential
Sylhet,Loamy,90,Barren,231,26.4,Jute,Autumn,04/01/2024,High potential
Khulna,Peaty,62,Unused,86,28.7,Rice,Autumn,18/09/2024,Requires attention
Chattogram,Peaty,68,Residential,197,27.9,Maize,Summer,10/04/2024,Requires attention
Khulna,Peaty,55,Residential,93,27.3,Maize,Monsoon,16/03/2024,Moderate potential
Sylhet,Loamy,57,Unused,330,30.9,Jute,Monsoon,26/04/2024,High potential
Chattogram,Loamy,85,Unused,301,22.5,Maize,Summer,09/07/2024,Low potential
Rangpur,Peaty,97,Residential,103,29.4,Maize,Autumn,05/03/2024,High potential
Barishal,Silt,43,Barren,316,27,Jute,Summer,11/04/2024,Low potential
Khulna,Peaty,47,Residential,366,24.2,Spices,Summer,24/01/2024,Low potential
Chattogram,Peaty,76,Barren,105,20.1,Rice,Autumn,22/04/2024,High potential
Rajshahi,Peaty,47,Unused,340,30.7,Maize,Summer,30/06/2024,Low potential
Khulna,Silt,99,Barren,269,26.6,Maize,Summer,29/12/2024,High potential
Rangpur,Peaty,58,Agricultural,336,33.3,Rice,Summer,27/12/2024,Low potential
Chattogram,Sandy,40,Residential,287,33.6,Vegetables,Summer,04/02/2024,Moderate potential
Sylhet,Peaty,94,Residential,216,27.8,Rice,Autumn,14/09/2024,Moderate potential
Sylhet,Loamy,73,Unused,213,28.7,Spices,Autumn,02/11/2024,High potential
Dhaka,Sandy,41,Unused,365,25.5,Tea,Monsoon,17/04/2024,Moderate potential
Sylhet,Silt,86,Barren,230,31.2,Maize,Summer,30/11/2024,High potential
Dhaka,Loamy,86,Barren,98,31,Maize,Autumn,23/05/2024,High potential
Khulna,Sandy,69,Residential,137,24.3,Tea,Autumn,11/09/2024,Requires attention
Dhaka,Loamy,77,Barren,384,33.6,Wheat,Summer,14/11/2024,High potential
Rangpur,Sandy,53,Residential,391,27.7,Tea,Summer,03/03/2024,Moderate potential
Mymensingh,Peaty,80,Residential,156,31.8,Maize,Autumn,25/04/2024,Low potential
Chattogram,Silt,58,Unused,267,34.9,Tea,Summer,11/10/2024,Low potential
Rajshahi,Clay,85,Unused,267,33.1,Vegetables,Autumn,31/10/2024,Requires attention
Dhaka,Peaty,92,Barren,189,30.1,Vegetables,Autumn,18/04/2024,High potential
Rangpur,Silt,70,Agricultural,137,30.1,Rice,Monsoon,26/02/2024,High potential
Barishal,Silt,58,Unused,342,29.8,Tea,Winter,15/09/2024,High potential
Chattogram,Clay,67,Barren,268,26.5,Jute,Summer,15/10/2024,High potential
Barishal,Loamy,40,Agricultural,181,32.6,Spices,Monsoon,24/05/2024,High potential
Rangpur,Sandy,71,Barren,140,31.4,Jute,Monsoon,31/08/2024,Moderate potential
Sylhet,Silt,41,Residential,294,27.3,Jute,Winter,24/10/2024,High potential
Sylhet,Silt,46,Agricultural,388,31.7,Tea,Winter,07/05/2024,High potential
Barishal,Silt,88,Residential,137,25.5,Jute,Winter,20/11/2024,Requires attention
Chattogram,Clay,96,Unused,109,31.4,Maize,Monsoon,25/08/2024,Low potential
Rajshahi,Clay,55,Agricultural,107,31.2,Vegetables,Summer,10/10/2024,High potential
Barishal,Clay,71,Residential,175,20.7,Rice,Monsoon,18/02/2024,Low potential
Barishal,Loamy,51,Unused,83,21.4,Maize,Autumn,26/04/2024,Low potential
Dhaka,Loamy,66,Agricultural,182,34.9,Tea,Monsoon,08/02/2024,High potential
Barishal,Clay,96,Unused,318,22.7,Rice,Winter,23/06/2024,High potential
Chattogram,Peaty,53,Agricultural,156,26,Spices,Winter,13/08/2024,High potential
Mymensingh,Clay,58,Unused,346,22.1,Rice,Monsoon,21/03/2024,Low potential
Rajshahi,Clay,45,Unused,287,26.6,Rice,Winter,07/07/2024,Low potential
Dhaka,Sandy,54,Barren,188,34.1,Jute,Summer,05/05/2024,Requires attention
Mymensingh,Sandy,56,Unused,205,34.1,Vegetables,Summer,15/09/2024,Moderate potential
Dhaka,Loamy,95,Barren,191,26.7,Spices,Winter,06/12/2024,Low potential
Rangpur,Sandy,67,Residential,129,23.6,Maize,Winter,22/03/2024,High potential
Rajshahi,Loamy,44,Unused,113,29.3,Spices,Winter,01/01/2024,Requires attention
Rajshahi,Peaty,41,Barren,246,24.9,Rice,Winter,19/02/2024,Requires attention
Khulna,Silt,42,Barren,266,30.1,Spices,Monsoon,11/09/2024,Low potential
Dhaka,Peaty,40,Agricultural,372,25.8,Spices,Monsoon,01/09/2024,Requires attention
Rajshahi,Silt,70,Unused,297,23.8,Vegetables,Monsoon,01/04/2024,Moderate potential
Rajshahi,Peaty,41,Agricultural,279,32.2,Spices,Summer,25/08/2024,Moderate potential
Mymensingh,Clay,51,Agricultural,332,23.3,Tea,Winter,20/11/2024,Requires attention
Rajshahi,Clay,85,Residential,221,27.2,Maize,Monsoon,21/10/2024,Requires attention
Sylhet,Sandy,88,Barren,226,25.4,Vegetables,Autumn,28/07/2024,Low potential
Chattogram,Silt,60,Unused,330,26.1,Tea,Monsoon,06/10/2024,Low potential
Barishal,Silt,53,Barren,104,24.1,Tea,Summer,04/05/2024,Low potential
Rajshahi,Sandy,91,Agricultural,368,26,Tea,Autumn,07/05/2024,High potential
Barishal,Clay,83,Unused,321,29.8,Wheat,Monsoon,09/10/2024,Low potential
Rangpur,Loamy,62,Agricultural,129,26.5,Tea,Autumn,17/03/2024,Moderate potential
Chattogram,Sandy,59,Agricultural,128,32.2,Maize,Monsoon,09/09/2024,Low potential
Sylhet,Sandy,84,Barren,335,26.1,Spices,Autumn,01/11/2024,Low potential
Rangpur,Silt,98,Agricultural,110,25.6,Spices,Summer,15/07/2024,High potential
Rangpur,Peaty,82,Residential,113,28,Tea,Autumn,02/12/2024,Moderate potential
Chattogram,Clay,79,Unused,182,21.6,Wheat,Summer,08/11/2024,Moderate potential
Sylhet,Silt,85,Unused,183,28,Tea,Autumn,02/01/2024,Low potential
Chattogram,Silt,59,Unused,378,29.1,Vegetables,Monsoon,06/09/2024,Moderate potential
Mymensingh,Peaty,75,Residential,309,30,Vegetables,Winter,13/12/2024,Requires attention
Mymensingh,Loamy,59,Residential,156,28.2,Vegetables,Autumn,30/06/2024,Low potential
Rangpur,Loamy,87,Barren,327,30.7,Maize,Monsoon,25/01/2024,High potential
Rajshahi,Peaty,58,Barren,364,31,Tea,Summer,11/12/2024,Moderate potential
Barishal,Clay,85,Agricultural,88,26.2,Rice,Summer,17/07/2024,High potential
Barishal,Sandy,42,Unused,112,28.8,Maize,Winter,18/09/2024,Low potential
Rangpur,Silt,75,Barren,252,29.2,Vegetables,Autumn,08/03/2024,Requires attention
Sylhet,Loamy,78,Unused,343,31.9,Vegetables,Autumn,07/12/2024,Moderate potential
Sylhet,Loamy,99,Agricultural,188,32.3,Vegetables,Autumn,12/02/2024,High potential
Dhaka,Loamy,59,Agricultural,168,28.9,Maize,Autumn,25/05/2024,Low potential
Rangpur,Silt,58,Unused,354,30,Rice,Autumn,05/09/2024,Requires attention
Mymensingh,Peaty,70,Agricultural,151,29,Vegetables,Winter,13/09/2024,High potential
Barishal,Peaty,96,Barren,241,28.3,Maize,Winter,06/10/2024,Moderate potential
Rajshahi,Loamy,100,Residential,237,31.3,Rice,Monsoon,22/06/2024,Low potential
Chattogram,Clay,49,Barren,316,24.4,Spices,Monsoon,06/08/2024,Moderate potential
Sylhet,Silt,54,Barren,123,25.1,Spices,Summer,15/03/2024,High potential
Khulna,Peaty,42,Agricultural,306,34.6,Jute,Monsoon,20/02/2024,High potential
Mymensingh,Clay,56,Unused,201,24.4,Vegetables,Winter,31/12/2024,High potential
Mymensingh,Clay,61,Barren,58,26.1,Jute,Monsoon,04/07/2024,Moderate potential
Sylhet,Clay,59,Agricultural,170,20.5,Wheat,Summer,15/08/2024,Low potential
Dhaka,Sandy,63,Agricultural,262,20.9,Wheat,Autumn,06/10/2024,Moderate potential
Chattogram,Loamy,89,Residential,366,24,Spices,Winter,28/07/2024,High potential
Rangpur,Sandy,51,Residential,264,20.4,Tea,Winter,06/05/2024,Low potential
Rajshahi,Clay,59,Barren,193,24.4,Wheat,Summer,18/07/2024,Requires attention
Dhaka,Loamy,56,Residential,237,33.9,Rice,Winter,07/07/2024,Low potential
Dhaka,Sandy,66,Residential,368,22.2,Wheat,Summer,06/05/2024,Requires attention
Dhaka,Peaty,59,Barren,193,22.6,Jute,Monsoon,02/12/2024,Requires attention
Rangpur,Sandy,91,Barren,308,31.9,Tea,Summer,15/11/2024,Low potential
Dhaka,Sandy,50,Unused,246,31.5,Vegetables,Monsoon,21/02/2024,Requires attention
Barishal,Loamy,61,Residential,185,33.3,Spices,Autumn,03/03/2024,Requires attention
Rajshahi,Peaty,42,Barren,241,25.7,Wheat,Summer,10/03/2024,Low potential
Rajshahi,Loamy,71,Agricultural,132,31.3,Spices,Winter,18/01/2024,Requires attention
Chattogram,Loamy,47,Barren,91,22.3,Rice,Summer,04/04/2024,Moderate potential
Rajshahi,Loamy,68,Unused,244,24.5,Tea,Summer,12/06/2024,High potential
Rajshahi,Clay,100,Agricultural,356,27,Spices,Autumn,15/07/2024,High potential
Dhaka,Loamy,86,Unused,244,33.3,Rice,Winter,07/08/2024,High potential
Khulna,Loamy,43,Residential,289,25.7,Tea,Autumn,18/12/2024,Moderate potential
Barishal,Sandy,54,Barren,271,23,Rice,Winter,01/04/2024,High potential
Sylhet,Clay,99,Unused,361,21.1,Jute,Winter,28/03/2024,High potential
Sylhet,Clay,94,Agricultural,168,25.2,Vegetables,Winter,04/11/2024,Low potential
Sylhet,Clay,56,Residential,109,26,Maize,Autumn,27/06/2024,High potential
Chattogram,Sandy,51,Agricultural,264,33.7,Vegetables,Winter,04/04/2024,High potential
Dhaka,Peaty,46,Residential,316,30.6,Tea,Summer,03/06/2024,High potential
Mymensingh,Clay,95,Residential,399,22,Rice,Monsoon,27/06/2024,Moderate potential
Barishal,Clay,97,Unused,310,30.8,Vegetables,Autumn,05/02/2024,Low potential
Barishal,Silt,77,Agricultural,309,25.4,Wheat,Monsoon,09/09/2024,Requires attention
Chattogram,Peaty,40,Residential,79,27.6,Spices,Winter,04/11/2024,Low potential
Rajshahi,Clay,87,Unused,190,27.5,Tea,Summer,30/01/2024,Low potential
Rangpur,Peaty,47,Agricultural,143,34.5,Tea,Winter,27/11/2024,Low potential
Khulna,Peaty,51,Barren,326,30.5,Spices,Monsoon,13/11/2024,Moderate potential
Khulna,Clay,100,Residential,135,20.6,Jute,Monsoon,21/12/2024,High potential
Sylhet,Clay,86,Barren,213,32.9,Spices,Winter,01/09/2024,Requires attention
Khulna,Loamy,67,Residential,95,34.9,Vegetables,Monsoon,01/12/2024,Requires attention
Rangpur,Sandy,65,Residential,87,26.2,Tea,Summer,17/11/2024,Requires attention
Rangpur,Clay,69,Barren,194,26.2,Rice,Summer,11/04/2024,Low potential
Sylhet,Silt,89,Unused,387,33.7,Tea,Summer,15/01/2024,Requires attention
Khulna,Silt,50,Unused,187,30.7,Rice,Winter,21/08/2024,Moderate potential
Sylhet,Sandy,72,Agricultural,129,23.4,Spices,Autumn,18/10/2024,Requires attention
Sylhet,Loamy,79,Residential,100,28.4,Rice,Autumn,12/01/2024,Moderate potential
Chattogram,Sandy,59,Unused,125,31.8,Spices,Winter,10/05/2024,Moderate potential
Barishal,Loamy,54,Unused,118,27.1,Maize,Summer,11/02/2024,Moderate potential
Khulna,Loamy,55,Unused,59,25.2,Wheat,Winter,18/03/2024,Low potential
Rangpur,Silt,99,Agricultural,68,33.4,Vegetables,Summer,07/03/2024,Moderate potential
Dhaka,Loamy,73,Agricultural,175,23.8,Wheat,Summer,15/01/2024,Moderate potential
Sylhet,Loamy,91,Barren,340,22.3,Wheat,Autumn,18/12/2024,Requires attention
Dhaka,Loamy,97,Unused,274,26.8,Rice,Winter,21/12/2024,Requires attention
Sylhet,Clay,95,Agricultural,266,23.2,Jute,Summer,29/04/2024,Requires attention
Dhaka,Loamy,58,Barren,253,33.7,Spices,Monsoon,20/07/2024,Requires attention
Mymensingh,Loamy,60,Unused,179,27,Jute,Winter,08/10/2024,High potential
Barishal,Clay,95,Agricultural,294,23.2,Maize,Monsoon,26/12/2024,High potential
Chattogram,Silt,54,Residential,246,29.6,Spices,Winter,17/08/2024,Low potential
Dhaka,Loamy,79,Unused,207,29.8,Maize,Monsoon,18/02/2024,Moderate potential
Mymensingh,Clay,49,Agricultural,359,31.6,Vegetables,Autumn,17/06/2024,Low potential
Rajshahi,Sandy,90,Unused,326,24,Jute,Autumn,23/07/2024,Moderate potential
Mymensingh,Peaty,74,Agricultural,258,28.9,Rice,Winter,18/08/2024,High potential
Sylhet,Peaty,71,Barren,162,27.1,Tea,Summer,21/01/2024,Moderate potential
Mymensingh,Loamy,56,Unused,363,22.5,Vegetables,Summer,24/12/2024,High potential
Rajshahi,Clay,70,Barren,371,32.4,Wheat,Winter,21/03/2024,Low potential
Chattogram,Clay,80,Agricultural,357,21.4,Jute,Winter,14/05/2024,Requires attention
Khulna,Sandy,78,Residential,110,28.7,Vegetables,Winter,04/07/2024,Low potential
Rajshahi,Clay,40,Unused,341,30,Tea,Winter,19/09/2024,Requires attention
Sylhet,Sandy,75,Barren,225,32.7,Spices,Summer,27/06/2024,Low potential
Rajshahi,Loamy,46,Unused,331,23.8,Maize,Summer,08/06/2024,Moderate potential
Barishal,Silt,66,Unused,128,23.6,Maize,Winter,27/05/2024,High potential
Rajshahi,Silt,55,Residential,318,21.5,Rice,Autumn,30/12/2024,Requires attention
Rangpur,Loamy,65,Agricultural,332,27.1,Jute,Monsoon,07/08/2024,Low potential
Sylhet,Peaty,58,Agricultural,217,27.9,Jute,Summer,08/08/2024,High potential
Barishal,Sandy,83,Unused,314,24.7,Vegetables,Monsoon,14/06/2024,High potential
Dhaka,Peaty,65,Barren,357,33.8,Spices,Winter,04/05/2024,Requires attention
Khulna,Silt,98,Barren,315,30.3,Maize,Monsoon,11/11/2024,Moderate potential
Rajshahi,Clay,46,Residential,211,25.1,Rice,Summer,26/04/2024,Requires attention
Barishal,Silt,59,Agricultural,346,21.4,Tea,Winter,21/11/2024,Requires attention
Dhaka,Silt,100,Agricultural,126,32,Tea,Monsoon,16/07/2024,Requires attention
Sylhet,Loamy,80,Barren,59,21.2,Tea,Summer,22/04/2024,High potential
Chattogram,Clay,99,Barren,108,22.9,Rice,Monsoon,26/04/2024,Moderate potential
Rajshahi,Peaty,40,Unused,344,29,Wheat,Monsoon,07/09/2024,Low potential
Rangpur,Silt,84,Unused,120,31,Wheat,Summer,25/11/2024,Moderate potential
Barishal,Silt,64,Unused,66,31.7,Vegetables,Monsoon,03/03/2024,Moderate potential
Dhaka,Silt,47,Residential,362,32,Spices,Summer,26/11/2024,Low potential
Barishal,Clay,87,Residential,329,31.5,Wheat,Summer,03/03/2024,Moderate potential
Barishal,Sandy,76,Unused,374,22.2,Tea,Winter,10/09/2024,High potential
Barishal,Sandy,94,Barren,299,20.8,Vegetables,Monsoon,12/02/2024,High potential
Rajshahi,Loamy,79,Unused,213,27.9,Rice,Monsoon,28/04/2024,Low potential
Khulna,Sandy,64,Residential,373,34.3,Rice,Monsoon,07/01/2024,Requires attention
Mymensingh,Peaty,84,Barren,178,24.1,Maize,Winter,16/01/2024,Low potential
Barishal,Loamy,60,Barren,52,34.7,Wheat,Summer,09/03/2024,High potential
Mymensingh,Clay,84,Agricultural,199,22,Tea,Autumn,05/12/2024,Moderate potential
Barishal,Silt,60,Agricultural,322,30.9,Jute,Summer,26/11/2024,Low potential
Mymensingh,Peaty,95,Barren,253,24.5,Spices,Summer,22/03/2024,Low potential
Rajshahi,Sandy,73,Barren,104,21.6,Rice,Monsoon,09/06/2024,High potential
Chattogram,Sandy,79,Agricultural,111,31.7,Maize,Autumn,24/08/2024,High potential
Mymensingh,Sandy,88,Agricultural,344,20,Vegetables,Autumn,16/11/2024,Requires attention
Rangpur,Loamy,98,Unused,64,27.4,Spices,Summer,29/02/2024,Low potential
Khulna,Peaty,83,Unused,53,21.2,Maize,Winter,19/01/2024,Moderate potential
Rangpur,Loamy,69,Agricultural,105,21.3,Maize,Autumn,29/12/2024,Low potential
Chattogram,Sandy,81,Residential,275,23.5,Jute,Autumn,01/02/2024,Moderate potential
Rangpur,Silt,80,Barren,159,33.7,Wheat,Winter,16/11/2024,Moderate potential
Rajshahi,Clay,85,Residential,143,32.2,Tea,Summer,29/09/2024,Requires attention
Rajshahi,Loamy,55,Residential,248,31.9,Spices,Winter,24/10/2024,Low potential
